UNKNOWN_PMT
0         0   1.00585  0.180465
0  0.938649   1.00694  0.183715
0    1.8773  0.998222  0.172674
0   2.81595  0.988988  0.185192
0    3.7546  0.978486  0.179865
0   4.69325  0.968626  0.167563
0    5.6319  0.955401  0.164929
0   6.57055  0.965375  0.187811
0    7.5092  0.976184  0.196716
0   8.44785  0.977651  0.163183
0   9.38649  0.986535  0.186637
0   10.3251  0.968618  0.161076
0   11.2638  0.969401  0.187602
0   12.2024  0.975893  0.194418
0   13.1411  0.996937  0.169482
0   14.0797  0.966595  0.154792
0   15.0184  0.954067   0.17538
0    15.957  0.987066  0.193802
0   16.8957  0.961142  0.170891
0   17.8343  0.941524  0.188847
0    18.773  0.940629  0.161285
0   19.7116  0.932791  0.158638
0   20.6503  0.903325  0.163369
0   21.5889  0.906225   0.18083
0   22.5276  0.860523  0.166767
0   23.4662  0.865466  0.168207
0   24.4049  0.886188  0.166845
0   25.3435   0.87653  0.164501
0   26.2822  0.863234  0.148044
0   27.2208  0.859632  0.174719
0   28.1595   0.89557  0.192678
0   29.0981  0.886597  0.171412
0   30.0368  0.875486  0.160621
0   30.9754  0.908469  0.188206
0   31.9141  0.878546  0.158185
0   32.8527  0.870828  0.181385
0   33.7914   0.86187  0.164217
0     34.73  0.855415  0.178879
0   35.6687  0.869073  0.172702
0   36.6073  0.861609   0.18116
0    37.546  0.857125  0.165291
0   38.4846  0.873403  0.157797
0   39.4233  0.862984  0.184636
0   40.3619  0.842238  0.160618
0   41.3006  0.857274  0.158812
0   42.2392  0.851345  0.165774
0   43.1779  0.899431  0.171252
0   44.1165  0.885207   0.15361
0   45.0552  0.918689  0.174201
0   45.9938  0.872718  0.159214
0   46.9325  0.828717  0.167789
0   47.8711  0.812985  0.143273
0   48.8098  0.749922  0.142585
0   49.7484  0.671471  0.156561
0   50.6871  0.553153  0.115887
0   51.6257  0.467588  0.106075
0   52.5644  0.369103   0.10198
0    53.503  0.266059   0.10354
0   54.4417   0.21429 0.0774381
0   55.3803  0.154904 0.0654474
0    56.319  0.139413 0.0608884
0   57.2576  0.137001 0.0619959
0   58.1963  0.132443 0.0602571
0   59.1349  0.117073 0.0624161
5         0  0.982166  0.185992
5  0.938649   1.01749  0.178082
5    1.8773   1.01035  0.177915
5   2.81595  0.989987  0.180635
5    3.7546   1.00686  0.175704
5   4.69325   1.01214  0.178493
5    5.6319  0.992623  0.179585
5   6.57055  0.978792  0.165199
5    7.5092  0.994436  0.205114
5   8.44785   1.01675   0.15446
5   9.38649   1.01136  0.185683
5   10.3251   1.03829  0.201838
5   11.2638    1.0289  0.175725
5   12.2024    1.0269  0.189934
5   13.1411  0.994397  0.171596
5   14.0797   1.01846  0.180208
5   15.0184  0.989398  0.193068
5    15.957  0.960283  0.167147
5   16.8957  0.953609   0.18529
5   17.8343  0.970074  0.175128
5    18.773   0.96403  0.174875
5   19.7116  0.935058  0.207288
5   20.6503  0.941134  0.187771
5   21.5889  0.913833  0.168822
5   22.5276  0.902852  0.159551
5   23.4662  0.889905  0.161246
5   24.4049   0.89489  0.176921
5   25.3435  0.902337  0.165091
5   26.2822  0.885765  0.167629
5   27.2208  0.911552  0.158281
5   28.1595  0.921766   0.17597
5   29.0981  0.924175  0.158723
5   30.0368   0.91705  0.172624
5   30.9754  0.927437  0.193214
5   31.9141  0.926762  0.187409
5   32.8527  0.870048  0.173674
5   33.7914  0.915734  0.173367
5     34.73  0.881702    0.1623
5   35.6687  0.881098  0.149237
5   36.6073   0.87979  0.170239
5    37.546  0.873065  0.182773
5   38.4846  0.878803  0.152243
5   39.4233  0.877244  0.181864
5   40.3619  0.886288  0.158285
5   41.3006  0.882466  0.177949
5   42.2392  0.875344  0.156456
5   43.1779  0.900839  0.151807
5   44.1165  0.895695  0.177963
5   45.0552  0.900168  0.165109
5   45.9938  0.867416  0.158814
5   46.9325  0.827249  0.161929
5   47.8711  0.776731  0.158034
5   48.8098  0.663434  0.148001
5   49.7484  0.562357  0.114741
5   50.6871  0.478817  0.113468
5   51.6257  0.381936   0.10745
5   52.5644  0.309602 0.0934835
5    53.503  0.227449 0.0733536
5   54.4417  0.142077 0.0634313
5   55.3803  0.142077 0.0612377
5    56.319  0.142077 0.0650863
5   57.2576  0.135599 0.0591987
5   58.1963  0.122045 0.0685855
5   59.1349  0.117654 0.0591987
10         0   1.00754  0.194462
10  0.938649  0.979697  0.172013
10    1.8773   1.00935  0.171043
10   2.81595   1.00342  0.172887
10    3.7546  0.989302  0.192495
10   4.69325   1.01838  0.184316
10    5.6319  0.964291  0.180536
10   6.57055   0.99675  0.170649
10    7.5092  0.992697  0.198516
10   8.44785  0.995754  0.196045
10   9.38649  0.984936  0.184174
10   10.3251   1.00552  0.179238
10   11.2638    1.0077  0.190093
10   12.2024   1.00851  0.181407
10   13.1411  0.983487  0.188452
10   14.0797  0.967757  0.178367
10   15.0184  0.966406  0.175104
10    15.957  0.955504  0.178298
10   16.8957  0.956965  0.165527
10   17.8343  0.956208   0.17032
10    18.773  0.938123  0.171782
10   19.7116  0.944262  0.169567
10   20.6503  0.945219  0.179629
10   21.5889  0.958786   0.17059
10   22.5276  0.897674  0.173312
10   23.4662  0.913118  0.177022
10   24.4049  0.881119  0.154907
10   25.3435  0.923176  0.174797
10   26.2822  0.930013  0.177059
10   27.2208  0.909446  0.170775
10   28.1595  0.934291  0.183632
10   29.0981  0.918859  0.170364
10   30.0368  0.909753  0.178707
10   30.9754  0.913871  0.194255
10   31.9141  0.920396   0.16014
10   32.8527  0.920593  0.172829
10   33.7914  0.918695  0.194257
10     34.73   0.89526  0.155296
10   35.6687  0.895416  0.186134
10   36.6073   0.90481  0.176156
10    37.546   0.86722  0.154696
10   38.4846  0.906188  0.178904
10   39.4233  0.913559  0.164336
10   40.3619  0.894548  0.162252
10   41.3006  0.900318  0.168198
10   42.2392  0.893611  0.141599
10   43.1779  0.900796  0.176047
10   44.1165  0.881882  0.159134
10   45.0552  0.856709  0.172645
10   45.9938  0.857694  0.150599
10   46.9325  0.804476  0.164121
10   47.8711  0.701525   0.14972
10   48.8098  0.604492  0.127197
10   49.7484  0.495872  0.130015
10   50.6871  0.406409  0.126136
10   51.6257  0.337835 0.0888267
10   52.5644  0.256223 0.0826411
10    53.503  0.204959 0.0715905
10   54.4417  0.179135 0.0711405
10   55.3803  0.142356 0.0791854
10    56.319  0.138309 0.0723879
10   57.2576  0.129133 0.0607145
10   58.1963  0.118996 0.0639632
10   59.1349  0.119466 0.0593151
15         0  0.997539  0.190915
15  0.938649  0.992467  0.184987
15    1.8773   1.00482  0.168497
15   2.81595   1.00518  0.159791
15    3.7546  0.978227   0.17555
15   4.69325  0.993443  0.174452
15    5.6319  0.986539  0.175558
15   6.57055  0.938981  0.157555
15    7.5092   1.00666  0.170806
15   8.44785  0.989646  0.172435
15   9.38649  0.991951  0.174612
15   10.3251  0.980796  0.168671
15   11.2638  0.971788  0.161069
15   12.2024  0.971063  0.170801
15   13.1411  0.980869  0.164175
15   14.0797  0.940043   0.14927
15   15.0184  0.947462  0.181497
15    15.957  0.947459  0.157566
15   16.8957  0.937642  0.161477
15   17.8343   0.89735  0.159486
15    18.773  0.935876  0.169459
15   19.7116  0.907477  0.166191
15   20.6503  0.913796  0.173952
15   21.5889  0.886971  0.158673
15   22.5276  0.843406  0.153476
15   23.4662  0.856242  0.157218
15   24.4049  0.837475  0.160335
15   25.3435  0.847379  0.172994
15   26.2822  0.865124  0.183207
15   27.2208  0.875379  0.173642
15   28.1595  0.872183  0.157555
15   29.0981  0.870254  0.164035
15   30.0368  0.875021  0.161885
15   30.9754  0.861931   0.15845
15   31.9141  0.900733  0.163584
15   32.8527  0.896956  0.171939
15   33.7914  0.849737  0.148613
15     34.73  0.863945  0.162758
15   35.6687  0.877362  0.171564
15   36.6073  0.888773  0.157694
15    37.546  0.875217  0.186172
15   38.4846  0.848688  0.164531
15   39.4233  0.850117  0.148802
15   40.3619  0.878656  0.175737
15   41.3006   0.87682  0.159473
15   42.2392  0.851356  0.172774
15   43.1779   0.84849  0.182887
15   44.1165  0.837096  0.156663
15   45.0552  0.796098  0.157296
15   45.9938  0.762569  0.157246
15   46.9325  0.671451  0.142226
15   47.8711  0.610079  0.129815
15   48.8098  0.507227  0.105178
15   49.7484  0.433831  0.101314
15   50.6871  0.337609 0.0835933
15   51.6257  0.272876 0.0918221
15   52.5644  0.224041 0.0727745
15    53.503  0.194949 0.0698275
15   54.4417  0.157282 0.0693726
15   55.3803  0.134425 0.0634315
15    56.319  0.130188 0.0560103
15   57.2576   0.12695 0.0600085
15   58.1963   0.11216 0.0577173
15   59.1349  0.104362  0.060013
20         0   1.00398  0.179475
20  0.938649   1.00003  0.195626
20    1.8773  0.989104   0.18433
20   2.81595   1.00688  0.157126
20    3.7546  0.993199  0.195314
20   4.69325  0.981977  0.169401
20    5.6319  0.991075  0.181986
20   6.57055  0.983618  0.172123
20    7.5092   1.02642  0.175771
20   8.44785  0.998073  0.163707
20   9.38649  0.974708  0.169176
20   10.3251  0.970448  0.180115
20   11.2638  0.959493  0.190257
20   12.2024  0.980437  0.185481
20   13.1411  0.957866  0.171931
20   14.0797  0.972801  0.190884
20   15.0184  0.980326    0.1805
20    15.957  0.953879  0.181877
20   16.8957  0.938485  0.181038
20   17.8343  0.919998  0.180815
20    18.773  0.921677  0.153415
20   19.7116  0.917306  0.171355
20   20.6503  0.893092  0.166825
20   21.5889  0.880914  0.168774
20   22.5276  0.882648  0.181345
20   23.4662  0.873645  0.186007
20   24.4049  0.884188   0.14142
20   25.3435  0.895485  0.183328
20   26.2822  0.882911  0.163018
20   27.2208  0.873228  0.160765
20   28.1595  0.881144  0.150847
20   29.0981  0.902322    0.1715
20   30.0368   0.89748  0.166731
20   30.9754  0.903919  0.171833
20   31.9141  0.870142  0.182582
20   32.8527  0.905488  0.163579
20   33.7914  0.911414  0.168982
20     34.73  0.865503  0.180183
20   35.6687  0.907675  0.180103
20   36.6073  0.895615  0.165345
20    37.546   0.87106  0.160003
20   38.4846  0.878134  0.179397
20   39.4233  0.837805  0.183111
20   40.3619  0.860197  0.175393
